iter	Logloss
119	0.5497885981
120	0.5493600615
121	0.5483990723
122	0.5475796625
123	0.5469503774
124	0.5461823685
125	0.5451802497
126	0.5445612899
127	0.5438554377
128	0.5432172695
129	0.542401519
130	0.5417658642
131	0.5406278615
132	0.5402089925
133	0.5397215586
134	0.5390853632
135	0.5383476996
136	0.537799945
137	0.5370684056
138	0.5364177925
139	0.5359421663
140	0.5351005275
141	0.5343292253
142	0.5339271374
143	0.533224201
144	0.5320886578
145	0.5313004594
146	0.5307286502
147	0.5300248991
148	0.5294451058
149	0.5287786063
150	0.5278543378
151	0.5272744972
152	0.5266405415
153	0.5261387273
154	0.525903579
155	0.5256419195
156	0.5250837969
157	0.5246486179
158	0.5239788428
159	0.5230802693
160	0.5224252005
161	0.521713638
162	0.5211068897
163	0.5197786867
164	0.5193632986
165	0.5189293666
166	0.518159838
167	0.5175725344
168	0.5170214993
169	0.5160171356
170	0.5155223501
171	0.5147551916
172	0.5142098893
173	0.5138776697
174	0.5133389768
175	0.5130048501
176	0.5123864514
177	0.5118179383
178	0.5110461875
179	0.5103848999
180	0.5100575252
181	0.5092179585
182	0.5081073872
183	0.5076393077
184	0.5070538983
185	0.5065533077
186	0.5057271186
187	0.5052502785
188	0.5045664715
189	0.5039170979
190	0.5034284251
191	0.5029359357
192	0.5024619672
193	0.5018612803
194	0.5014452006
195	0.5009417706
196	0.5003757741
197	0.4999325415
198	0.4996022247
199	0.4991456665
200	0.4982322939
201	0.4977082146
202	0.4969702426
203	0.4963179352
204	0.4958775603
205	0.4952968204
206	0.4948833585
207	0.494377085
208	0.4937615231
209	0.493100185
210	0.4923015027
211	0.4918691331
212	0.4913631566
213	0.4908588473
214	0.4903783679
215	0.4898082446
216	0.4892563991
217	0.4887497392
218	0.4881411095
219	0.4874466004
220	0.4870245274
221	0.4867290908
222	0.4861598928
223	0.4857873236
224	0.4854381635
225	0.4848791474
226	0.4843722053
227	0.4839556118
228	0.4834718047
229	0.4829744114
230	0.4827184633
231	0.4823022687
232	0.4818732607
233	0.4814530828
234	0.4809866252
235	0.4804147637
236	0.4799210828
237	0.4796739569
238	0.4792683377
239	0.4789416299
240	0.478063465
241	0.4773658634
242	0.4770200238
243	0.4767455215
244	0.4760255025
245	0.4756108803
246	0.4747340333
247	0.4741507222
248	0.4737292147
249	0.4732746286
250	0.4728292394
251	0.4722503399
252	0.4719337756
253	0.4714565207
254	0.4711090945
255	0.4708112207
256	0.4703068716
257	0.4697788642
258	0.4692836916
259	0.4689415033
260	0.4681785061
261	0.4677136108
262	0.4673119918
263	0.4670653224
264	0.4665128901
265	0.4657952228
266	0.4653717563
267	0.4649362254
268	0.4644250475
269	0.4639055672
270	0.4633648971
271	0.4628852526
272	0.4623623456
273	0.4620596531
274	0.4614946299
275	0.4607776825
276	0.4600065409
277	0.4594171394
278	0.4588574685
279	0.4581202204
280	0.4578632373
281	0.4575134401
282	0.4571352335
283	0.456397754
284	0.4559805445
285	0.4556461519
286	0.4551737225
287	0.4547782688
288	0.4544628491
289	0.4541545066
290	0.4537494569
291	0.4527358447
292	0.4522455903
293	0.451847568
294	0.4512659062
295	0.4509655913
296	0.4507058321
297	0.4501801569
298	0.4495448376
299	0.4491859597
300	0.4487379551
301	0.4480994181
302	0.4473940717
303	0.4468349752
304	0.4463968192
305	0.4460539705
306	0.4457330791
307	0.4454301394
308	0.4452704217
309	0.4449783405
310	0.4445960429
311	0.4438964266
312	0.4435178579
313	0.4430341924
314	0.4429658157
315	0.4424363554
316	0.4418624702
317	0.4414754472
318	0.4405403802
319	0.4402523634
320	0.4400245819
321	0.4395917196
322	0.4393217227
323	0.4389330761
324	0.4385656124
325	0.4383098117
326	0.4378524601
327	0.4376466151
328	0.4371116268
329	0.436867755
330	0.4364138966
331	0.4356942755
332	0.4353415472
333	0.4350229151
334	0.4348016697
335	0.4345443711
336	0.433927352
337	0.4335583969
338	0.4332295456
339	0.4325851254
340	0.4321430242
341	0.4319741213
342	0.4316634287
343	0.4315105577
344	0.4312672151
345	0.4308637554
346	0.4304439752
347	0.4298837428
348	0.4295266792
349	0.4290523116
350	0.4287328229
351	0.4282703364
352	0.4280788747
353	0.4279193098
354	0.427619466
355	0.4273383532
356	0.426901363
357	0.4261288757
358	0.4259101688
359	0.425403838
360	0.4251747952
361	0.424641955
362	0.4243853484
363	0.4239640018
364	0.4235313875
365	0.4231950018
366	0.4228660811
367	0.4226414766
368	0.4223698451
369	0.4219136275
370	0.4217055769
371	0.4215557255
372	0.4212191607
373	0.4206106123
374	0.4201652675
375	0.4196120561
376	0.4192121132
377	0.418840315
378	0.4186505265
379	0.4182835113
380	0.4179415035
381	0.4176365587
382	0.4173591869
383	0.417155605
384	0.4167580083
385	0.4164856515
386	0.4163118024
387	0.4160598404
388	0.4157528309
389	0.4153634025
390	0.4149875612
391	0.414522617
392	0.4143253254
393	0.4140407114
394	0.4138126066
395	0.4135678736
396	0.4132599589
397	0.4130201993
398	0.4126848873
399	0.4123633473
400	0.4122290554
401	0.4119474933
402	0.4115285588
403	0.4113075891
404	0.4109442264
405	0.4107349498
406	0.4102494479
407	0.4096781059
408	0.4093167757
409	0.4090053043
410	0.4087125962
411	0.4084272083
412	0.4080261384
413	0.4077178353
414	0.4074923797
415	0.4071232701
416	0.4068108182
417	0.4065165631
418	0.4060021468
419	0.405428818
420	0.4052095302
421	0.4048519812
422	0.4046094511
423	0.4044868148
424	0.404322639
425	0.4038891714
426	0.40347795
427	0.403286703
428	0.4029906708
429	0.4025829264
430	0.4021035173
431	0.4018475065
432	0.4014113961
433	0.4009414409
434	0.4007953751
435	0.4004950707
436	0.4001129827
437	0.3999495764
438	0.3998230735
439	0.3994944853
440	0.3992082198
441	0.3989793535
442	0.3982641801
443	0.3977281198
444	0.3974832566
445	0.3972186068
446	0.3969922604
447	0.3967547572
448	0.3965427326
449	0.3962038872
450	0.39591806
451	0.395673738
452	0.3955091891
453	0.3949480062
454	0.3945232293
455	0.3941882653
456	0.3938901144
457	0.3935037746
458	0.3929486557
459	0.3924753332
460	0.392051061
461	0.3918178719
462	0.3914376412
463	0.3912163705
464	0.3910172481
465	0.390682907
466	0.3901432349
467	0.3900258127
468	0.3899084499
469	0.3894209296
470	0.3888229727
471	0.3886551004
472	0.3882099413
473	0.3879416712
474	0.3876265206
475	0.3873848656
476	0.3867435754
477	0.3862659328
478	0.3858819988
479	0.3854939729
480	0.3851998799
481	0.384779447
482	0.3845162546
483	0.3839160207
484	0.3835958063
485	0.3833837049
486	0.3830939096
487	0.3827383822
488	0.382531863
489	0.3820592382
490	0.3815159625
491	0.3810376323
492	0.3807792528
493	0.3806047487
494	0.380490665
495	0.3801521419
496	0.3797249569
497	0.379494923
498	0.3792918028
499	0.3789664048
500	0.3786351286
501	0.3784042524
502	0.3781548282
503	0.3779057711
504	0.3773361217
505	0.3767918563
506	0.3765979685
507	0.3764761573
508	0.376342769
509	0.3762005818
510	0.3759658287
511	0.3756550245
512	0.3754112892
513	0.3750925525
514	0.3748730284
515	0.3747003699
516	0.3743196254
517	0.3740225218
518	0.3737212544
519	0.3732089427
520	0.3728596768
521	0.372639399
522	0.3724894666
523	0.3721524786
524	0.3718482454
525	0.3716584694
526	0.3715003552
527	0.3711572301
528	0.3707198044
529	0.3704720958
530	0.3702595006
531	0.3699071301
532	0.36943484
533	0.3690435491
534	0.3687495432
535	0.3683298913
536	0.3682517152
537	0.3681311852
538	0.3677961796
539	0.3675513647
540	0.3673580461
541	0.3672038346
542	0.3670024379
543	0.3668745643
544	0.3665780339
545	0.3658079468
546	0.3653563012
547	0.3649628851
548	0.3647227035
549	0.3645181764
550	0.3642581299
551	0.3640190609
552	0.3637414385
553	0.3636334174
554	0.3632194852
555	0.3630053564
556	0.3625260285
557	0.362267122
558	0.3619727737
559	0.3617452389
560	0.3615185708
561	0.3610686671
562	0.3608656088
563	0.3606452487
564	0.3604598948
565	0.3599209084
566	0.3596186365
567	0.359208649
568	0.3590923246
569	0.3588166248
570	0.3586210632
571	0.35841326
572	0.3581919116
573	0.3581253941
574	0.3578597301
575	0.3574755909
576	0.3572663494
577	0.3570243721
578	0.3567356102
579	0.3563677055
580	0.3562932202
581	0.3558768161
582	0.3557580209
583	0.3556634641
584	0.3553378486
585	0.3550059757
586	0.3548537587
587	0.3544845992
588	0.3542895125
589	0.3539226279
590	0.3536688147
591	0.353388329
592	0.3533290411
593	0.353109947
594	0.3528653641
595	0.3527563244
596	0.352580872
597	0.3524698648
598	0.3523504962
599	0.3518350167
600	0.3515497946
601	0.3514009185
602	0.3508957765
603	0.3506799289
604	0.3501553742
605	0.3498745227
606	0.3497889078
607	0.3494611489
608	0.3490678029
609	0.3489670599
610	0.3483282238
611	0.3479072025
612	0.3478360413
613	0.347655533
614	0.3474678582
615	0.3470069797
616	0.3468192696
617	0.3466773772
618	0.3463443933
619	0.3462242761
620	0.3461121016
621	0.345612816
622	0.3452176365
623	0.3449645
624	0.3447535175
625	0.3444701244
626	0.3440070568
627	0.3437694663
628	0.3435072074
629	0.3433066412
630	0.3430082764
631	0.3427434167
632	0.3424553619
633	0.3422466366
634	0.3421204618
635	0.3419743589
636	0.3417800859
637	0.3415433238
638	0.3413681268
639	0.3409613467
640	0.3407269253
641	0.340412536
642	0.3402288948
643	0.3400004564
644	0.3396659552
645	0.3393260797
646	0.3389053906
647	0.3388153517
648	0.3385266896
649	0.3383086652
650	0.3382238024
651	0.3380873124
652	0.3378277942
653	0.3376487153
654	0.3372786227
655	0.337089592
656	0.3369124249
657	0.3367469668
658	0.3365488045
659	0.3361134273
660	0.3358411302
661	0.3356859865
662	0.335416852
663	0.3353245699
664	0.3349536208
665	0.3347276695
666	0.3342959057
667	0.3340860615
668	0.3337445387
669	0.3334855347
670	0.333053187
671	0.3328557762
672	0.3327552254
673	0.3325695187
674	0.3321784041
675	0.3320667867
676	0.3319656291
677	0.3316953405
678	0.3314943197
679	0.3312328829
680	0.3310014334
681	0.3308177195
682	0.3304856713
683	0.3303728794
684	0.3301068478
685	0.3297407861
686	0.3293920897
687	0.329145172
688	0.3288372753
689	0.3285865853
690	0.328410115
691	0.3281302719
692	0.3279476844
693	0.327694812
694	0.3274135997
695	0.3272061668
696	0.3271102216
697	0.3269475507
698	0.3268123435
699	0.326478341
700	0.3260920942
701	0.325750244
702	0.3254797038
703	0.3253087374
704	0.3251131269
705	0.3247989763
706	0.3246005656
707	0.3243852612
708	0.324244162
709	0.3241427
710	0.3238002352
711	0.3233815791
712	0.3232707206
713	0.3230545872
714	0.3228944236
715	0.3227665695
716	0.3227015805
717	0.3224195733
718	0.3220966294
719	0.3217550284
720	0.321596642
721	0.3213006021
722	0.3211627151
723	0.3206596737
724	0.3204929396
725	0.3200873338
726	0.3198542663
727	0.3195832444
728	0.3191474926
729	0.318970609
730	0.3185280069
731	0.318355593
732	0.3178320461
733	0.3174855555
734	0.3171699337
735	0.3169455263
736	0.3166415264
737	0.316460763
738	0.3160184884
739	0.3157058785
740	0.3155562584
741	0.3153903095
742	0.315128864
743	0.3148707581
744	0.3145209275
745	0.3142489357
746	0.3139825009
747	0.3138819018
748	0.313639274
749	0.3133131079
750	0.3132328434
751	0.3128561531
752	0.3126304651
753	0.312533236
754	0.3125070935
755	0.312369181
756	0.3122539009
757	0.3121202283
758	0.3118729374
759	0.3115327225
760	0.311370406
761	0.3111285535
762	0.310769407
763	0.3106529008
764	0.3105370952
765	0.31014622
766	0.3098921263
767	0.3096000195
768	0.3093961265
769	0.3093328599
770	0.3090225626
771	0.3088731081
772	0.308458662
773	0.3081834527
774	0.3078911098
775	0.3076217115
776	0.3073200116
777	0.3071535301
778	0.3069402257
779	0.3065076453
780	0.3063398866
781	0.305857603
782	0.3054966791
783	0.3053018722
784	0.3051059727
785	0.3048785748
786	0.3047481688
787	0.3045330629
788	0.3041706709
789	0.3040052979
790	0.3037084984
791	0.3035059061
792	0.3032966503
793	0.3030733682
794	0.3028529807
795	0.3026603184
796	0.3025309181
797	0.3022930007
798	0.3020610576
799	0.3017965997
800	0.3014286918
801	0.3011843783
802	0.3011134538
803	0.3010673407
804	0.3009594947
805	0.3006522193
806	0.3003254711
807	0.3001631266
808	0.3000349108
809	0.2999011296
810	0.2998669826
811	0.2995669817
812	0.2992875614
813	0.2989904392
814	0.2988133866
815	0.2986628646
816	0.2983534554
817	0.2982753303
818	0.2980755694
819	0.2978951216
820	0.2977595811
821	0.2972659754
822	0.2972185094
823	0.2970939417
824	0.2967391565
825	0.2963951856
826	0.2961526935
827	0.2959240347
828	0.2958020534
829	0.2956093242
830	0.2953715722
831	0.2950188905
832	0.2948866128
833	0.2947687201
834	0.2945108895
835	0.2943782249
836	0.2942214505
837	0.2941228214
838	0.2936854057
839	0.293327689
840	0.2929483894
841	0.2927063248
842	0.292347411
843	0.2921974054
844	0.2920595404
845	0.2918513601
846	0.2915592896
847	0.2912874618
848	0.2911231197
849	0.2907499763
850	0.2905673865
851	0.290487776
852	0.2900632087
853	0.2896523569
854	0.289551431
855	0.2893313724
856	0.2890881657
857	0.2888559277
858	0.2885510216
859	0.2882492431
860	0.288003151
861	0.287826634
862	0.2876387161
863	0.2872408856
864	0.2868305629
865	0.2866139006
866	0.2865158454
867	0.2862639896
868	0.2860644668
869	0.2859553472
870	0.2855824222
871	0.2853224493
872	0.2852003667
873	0.2850318023
874	0.2849734258
875	0.2846080139
876	0.2844239192
877	0.2841486728
878	0.283807037
879	0.2835973545
880	0.2833723951
881	0.2830183588
882	0.2827309441
883	0.2824645465
884	0.2821905822
885	0.2818921218
886	0.2815926934
887	0.2812137581
888	0.2808699886
889	0.2805920767
890	0.2803931396
891	0.2800674045
892	0.2799801209
893	0.2795629005
894	0.2792830871
895	0.2790109424
896	0.2788643897
897	0.2785065264
898	0.2782816181
899	0.2779784238
900	0.277731096
901	0.2774039757
902	0.2773278998
903	0.2771170786
904	0.2769110528
905	0.2767761709
906	0.2767047911
907	0.2763914347
908	0.2761532707
909	0.2759795523
910	0.275744765
911	0.2752775641
912	0.2749981678
913	0.274690804
914	0.2745571754
915	0.2743053144
916	0.2742385992
917	0.2741044653
918	0.2738488414
919	0.2736275955
920	0.2734493277
921	0.2732521847
922	0.27322073
923	0.2727550909
924	0.2726778675
925	0.2724774868
926	0.2722222539
927	0.2717621062
928	0.2715771631
929	0.2714875588
930	0.2712847897
931	0.2707797301
932	0.2706469825
933	0.2704111682
934	0.2700442289
935	0.2697367893
936	0.269282961
937	0.2690793852
938	0.268937379
939	0.2688212994
940	0.2686624002
941	0.2683824366
942	0.2683617763
943	0.2680611774
944	0.2677867929
945	0.2673004527
946	0.2672045243
947	0.267152902
948	0.2669413777
949	0.2667571242
950	0.2666106736
951	0.2662881513
952	0.2661778519
953	0.2657435545
954	0.2654836976
955	0.2652460303
956	0.2650537133
957	0.2649200634
958	0.2646758305
959	0.2644372562
960	0.2642566603
961	0.2640315734
962	0.2638265692
963	0.2636135261
964	0.2635133707
965	0.2632660401
966	0.2631287438
967	0.2628118565
968	0.2625181174
969	0.2620991688
970	0.2619643952
971	0.2616874854
972	0.2614694488
973	0.2612017693
974	0.2610188544
975	0.2607379525
976	0.2603796287
977	0.2602504557
978	0.2600066361
979	0.2596749141
980	0.2594247777
981	0.2591117769
982	0.2587549202
983	0.2586525385
984	0.2585445333
985	0.2583454911
986	0.2580700356
987	0.2580059949
988	0.2578745955
989	0.2576665553
990	0.2574875602
991	0.2572322781
992	0.2569397636
993	0.2565989959
994	0.2563019077
995	0.2561266125
996	0.2558768379
997	0.2556877219
998	0.2552396591
999	0.2548733159
1
